geneid,BPcum,genesymbol,type,TWAS.Z,TWAS.P
ENSG00000259864.1,2461706885,RP11-370P15.1,si,-0.88778,0.375
ENSG00000278893.1,2462985487,RP11-229O3.1,si,-0.85176,0.394
ENSG00000246898.1,2464413641,LINC00920,si,-0.33405,0.738
ENSG00000217555.12,2464562719,CKLF,si,2.73792,0.00618
ENSG00000140931.19,2464612195,CMTM3,si,-0.986,0.324
ENSG00000183723.12,2464659040,CMTM4,si,-1.472,0.141
ENSG00000249961.9,2464781609,TERB1,si,-0.60249,0.547
ENSG00000172840.6,2464890483,PDP2,si,-0.98413,0.325
ENSG00000166595.11,2464936551,FAM96B,si,-1.02104,0.307
ENSG00000172828.12,2464971504,CES3,si,0.534,0.593
ENSG00000102878.16,2465170625,HSF4,si,0.58471,0.559
ENSG00000196123.12,2465183133,KIAA0895L,si,0.4394,0.66
ENSG00000280163.1,2465209323,CTC-277H1.6,si,0.67072,0.502
ENSG00000135740.16,2465258248,SLC9A5,si,0.58312,0.56
ENSG00000262691.1,2465265757,CTC-277H1.7,si,1.17795,0.239
ENSG00000201201.1,2465325134,RN7SKP118,si,-0.6662,0.505
ENSG00000159708.17,2465359312,LRRC36,si,-1.308,0.191
ENSG00000159714.10,2465408937,ZDHHC1,si,0.372,0.71
ENSG00000270049.2,2465496500,RP11-297D21.4,si,0.18088,0.856
ENSG00000276075.1,2465526580,CTD-2012K14.8,si,0.2068,0.836
ENSG00000159753.13,2465654555,CARMIL2,si,0.44232,0.658
ENSG00000102981.9,2465665173,PARD6A,si,-0.44733,0.655
ENSG00000141098.12,2465700287,GFOD2,si,0.72989,0.465
ENSG00000141084.10,2465768171,RANBP10,si,0.25954,0.795
ENSG00000102901.12,2465841295,CENPT,si,-0.49478,0.621
ENSG00000262141.1,2465859345,CTC-479C5.11,si,-0.56801,0.57
ENSG00000124067.16,2465959849,SLC12A4,si,0.42626,0.67
ENSG00000262962.1,2466007003,KARSP3,si,0.59949,0.549
ENSG00000167264.17,2466036845,DUS2,si,1.12775,0.259
ENSG00000103067.12,2466236918,ESRP2,si,-1.0486,0.294
ENSG00000132600.16,2466338080,PRMT7,si,0.05435,0.957
ENSG00000274698.1,2466454612,RP11-71L14.4,si,-0.03078,0.975
ENSG00000241334.2,2466480715,RPL35AP33,si,1.14838,0.251
ENSG00000184939.15,2466556393,ZFP90,si,-0.17902,0.858
ENSG00000275383.1,2466596215,RP11-615I2.6,si,2.652,0.008
ENSG00000062038.13,2466682714,CDH3,si,0.02037,0.984
ENSG00000039068.18,2466789698,CDH1,si,2.36431,0.0181
ENSG00000260798.1,2466822239,RP11-354M1.2,si,2.14054,0.0323
ENSG00000275504.1,2466930237,U7,si,-2.21588,0.0267
ENSG00000244378.1,2467038170,RPS2P45,si,-1.35733,0.175
ENSG00000103044.10,2467115453,HAS3,si,-0.62145,0.534
ENSG00000213380.14,2467333173,COG8,si,-0.878,0.38
ENSG00000157315.4,2467350840,TMED6,si,3.78051,0.000157
ENSG00000132604.10,2467385377,TERF2,si,-1.54362,0.123
ENSG00000181019.12,2467720285,NQO1,si,0.757,0.449
ENSG00000198373.12,2467855335,WWP2,si,0.01851,0.985
ENSG00000277003.1,2467978603,RP11-419C5.3,si,5.03944,4.67e-07
ENSG00000196696.12,2468024434,PDXDC2P,si,2.80631,0.00501
ENSG00000247228.2,2468168205,RP11-296I10.3,si,-4.897,9.73e-07
ENSG00000157335.20,2468183653,CLEC18C,si,2.85224,0.00434
ENSG00000261556.9,2468236403,SMG1P7,si,-0.41034,0.682
ENSG00000223496.2,2468252665,EXOSC6,si,-0.65989,0.509
ENSG00000261777.5,2468334505,RP11-529K1.2,si,1.19398,0.232
ENSG00000260111.1,2468392791,RP11-529K1.4,si,-2.43842,0.0148
ENSG00000103051.18,2468505378,COG4,si,3.0418,0.00235
ENSG00000189091.12,2468554041,SF3B3,si,-1.70795,0.0876
ENSG00000279412.1,2468718750,RP11-394B2.5,si,2.13404,0.0328
ENSG00000279123.1,2468782101,RP11-424M24.3,si,1.57278,0.116
ENSG00000157429.15,2469518133,ZNF19,si,-1.83052,0.0672
ENSG00000040199.18,2469684579,PHLPP2,si,3.65543,0.000257
ENSG00000166747.12,2469772412,AP1G1,si,2.98771,0.00281
ENSG00000182149.20,2469891909,IST1,si,1.59176,0.111
ENSG00000277481.1,2469968069,PKD1L3,si,1.07801,0.281
ENSG00000263311.1,2470007833,RP11-498D10.8,si,-1.3965,0.163
ENSG00000263232.2,2470009101,ATP5A1P3,si,-0.62521,0.532
ENSG00000102967.11,2470021437,DHODH,si,-1.851,0.0642
ENSG00000140830.8,2470072671,TXNL4B,si,-0.45586,0.648
ENSG00000261701.6,2470073547,HPR,si,-2.556,0.0106
ENSG00000260252.1,2470089461,RP11-384M15.3,si,5.39221,6.96e-08
ENSG00000140829.11,2470106549,DHX38,si,-2.51056,0.0121
ENSG00000261008.6,2470477467,LINC01572,si,1.71455,0.0864
ENSG00000260664.2,2470483231,AC004158.3,si,1.95188,0.051
ENSG00000280264.1,2470500465,AC004158.1,si,-0.87351,0.382
ENSG00000259768.5,2470731709,RP5-991G20.1,si,-0.30807,0.758
ENSG00000261764.1,2470732567,KRT18P18,si,1.32976,0.184
ENSG00000259209.3,2470811247,RP5-991G20.2,si,-1.51401,0.13
ENSG00000279120.1,2471297393,RP11-140I24.2,si,-0.35752,0.721
ENSG00000258582.1,2471488842,RP11-44L9.1,si,-1.56238,0.118
ENSG00000260687.1,2471502847,RP11-44L9.2,si,0.48654,0.627
ENSG00000259817.2,2471817649,RP11-53L24.1,si,0.67046,0.503
ENSG00000261404.5,2472178768,AC009120.4,si,1.19281,0.233
ENSG00000239763.2,2472316311,AC009120.3,si,0.9414,0.346
ENSG00000259972.2,2472323548,AC009120.6,si,-0.46432,0.642
ENSG00000214331.8,2472353633,RP11-252A24.2,si,0.68244,0.495
ENSG00000261079.1,2472371955,RP11-252A24.3,si,-0.56749,0.57
ENSG00000140839.11,2472418423,CLEC18B,si,0.36037,0.719
ENSG00000261170.1,2472431999,RP11-252A24.5,si,-0.34034,0.734
ENSG00000240861.1,2472555810,RP11-572F4.1,si,-0.66271,0.508
ENSG00000270945.1,2472616220,HSPE1P7,si,-0.09551,0.924
ENSG00000168411.13,2472647449,RFWD3,si,0.3102,0.756
ENSG00000168404.12,2472689719,MLKL,si,0.75,0.453
ENSG00000247033.1,2473112968,RP11-252E2.1,si,-0.04883,0.961
ENSG00000166816.13,2473117627,LDHD,si,-0.27603,0.783
ENSG00000168928.12,2473208952,CTRB2,si,-0.3208,0.748
ENSG00000280152.1,2473251347,RP11-331F4.5,si,0.906,0.365
ENSG00000050820.16,2473251431,BCAR1,si,-0.083,0.934
ENSG00000261783.1,2473383851,RP11-252K23.2,si,0.225,0.822
ENSG00000183196.8,2473487029,CHST6,si,0.20692,0.836
ENSG00000135702.14,2473535203,CHST5,si,-1.19054,0.234
ENSG00000205084.10,2473549827,TMEM231,si,-0.58399,0.559
ENSG00000065457.10,2473613452,ADAT1,si,1.006,0.314
ENSG00000065427.14,2473641370,KARS,si,0.64228,0.521
ENSG00000166848.5,2473708141,TERF2IP,si,0.836,0.403
ENSG00000152910.18,2474421569,CNTNAP4,si,0.61507,0.539
ENSG00000273659.1,2474586139,RP11-58C22.2,si,-3.91822,8.92e-05
ENSG00000279856.1,2475108090,CTD-2300H10.2,si,-0.319,0.75
ENSG00000103111.14,2475199931,MON1B,si,-0.84149,0.4
ENSG00000260922.1,2475266217,RP11-538I12.3,si,0.43564,0.663
ENSG00000140873.15,2475344775,ADAMTS18,si,0.711,0.477
ENSG00000140876.11,2475735687,NUDT7,si,-0.09081,0.928
ENSG00000261540.1,2476040380,RP11-281J9.2,si,-0.89061,0.373
ENSG00000166509.10,2476047949,CLEC3A,si,-0.72556,0.468
ENSG00000276007.1,2476127099,RP11-358L22.3,si,-0.604,0.546
ENSG00000186153.16,2476659351,WWOX,si,-0.17501,0.861
ENSG00000277214.1,2477607186,RP11-70D24.3,si,0.472,0.637
ENSG00000278058.1,2477609515,RP11-70D24.2,si,-0.87729,0.38
ENSG00000261390.5,2477746209,MAFTRR,si,0.307,0.759
ENSG00000261082.1,2477815911,LINC01228,si,0.41273,0.68
ENSG00000260896.5,2478863977,PRCAT47,si,-2.16,0.0308
ENSG00000278985.1,2478986518,RP11-303E16.9,si,-0.61824,0.536
ENSG00000103121.8,2478996671,CMC2,si,1.14238,0.253
ENSG00000260213.5,2479029587,RP11-303E16.3,si,-0.154,0.878
ENSG00000166454.9,2479044914,ATMIN,si,-0.54503,0.586
ENSG00000261141.1,2479059175,RP11-303E16.5,si,0.55457,0.579
ENSG00000261838.5,2479076537,RP11-303E16.6,si,-0.81051,0.418
ENSG00000166473.17,2479163934,PKD1L2,si,-0.35372,0.724
ENSG00000280182.1,2479266319,RP11-626G3.1,si,0.10074,0.92
ENSG00000135697.9,2479268107,BCO1,si,-0.45472,0.649
ENSG00000261609.4,2479356229,GAN,si,-0.6695,0.503
ENSG00000260229.1,2479479583,RP11-391L3.5,si,-1.69775,0.0896
ENSG00000153815.16,2479581777,CMIP,si,-0.14561,0.884
ENSG00000197943.9,2479854207,PLCG2,si,-0.46619,0.641
ENSG00000184860.9,2480003483,SDR42E1,si,0.36352,0.716
ENSG00000261235.1,2480095295,RP11-510J16.5,si,1.20422,0.229
ENSG00000260161.1,2480124515,MTCYBP28,si,0.50004,0.617
ENSG00000135698.9,2480162323,MPHOSPH6,si,-0.32491,0.745
ENSG00000277387.1,2480692287,MIR8058,si,-0.57959,0.562
ENSG00000260228.5,2481802212,RP11-483P21.2,si,-0.36981,0.712
ENSG00000103150.5,2481916387,MLYCD,si,0.81676,0.414
ENSG00000103160.11,2482136981,HSDL1,si,-0.639,0.523
ENSG00000154099.17,2482165339,DNAAF1,si,0.57281,0.567
ENSG00000103168.16,2482185770,TAF1C,si,-1.2146,0.225
ENSG00000250685.7,2482198117,RP11-486L19.2,si,0.132,0.895
ENSG00000168418.7,2482232520,KCNG4,si,0.6678,0.504
ENSG00000103175.10,2482315560,WFDC1,si,-2.61759,0.00886
ENSG00000064270.12,2482419669,ATP2C2,si,-1.143,0.253
ENSG00000261286.1,2482466621,RP11-517C16.2,si,0.06771,0.946
ENSG00000103196.11,2482873687,CRISPLD2,si,0.988,0.323
ENSG00000153786.12,2482996169,ZDHHC7,si,-0.35653,0.721
ENSG00000135709.12,2483064302,KIAA0513,si,-1.38937,0.165
ENSG00000270313.1,2483282239,COX6CP16,si,0.64843,0.517
ENSG00000268804.1,2483939063,RP11-542M13.3,si,0.43437,0.664
ENSG00000268388.5,2484495125,FENDRR,si,0.40286,0.687
ENSG00000270020.1,2484525451,RP11-463O9.9,si,-0.89274,0.372
ENSG00000279142.1,2484599725,RP11-463O9.2,si,0.31493,0.753
ENSG00000261175.5,2484734887,CTD-2015G9.2,si,-0.70831,0.479
ENSG00000261095.1,2485222587,RP11-899L11.1,si,-1.707,0.0878
ENSG00000261697.5,2485280910,RP11-178L8.5,si,-1.74496,0.081
ENSG00000103264.16,2485362876,FBXO31,si,-1.65826,0.0973
ENSG00000276337.1,2485475681,RP11-106D4.2,si,-1.25616,0.209
ENSG00000104731.13,2485734550,KLHDC4,si,-0.50271,0.615
ENSG00000260671.2,2485747050,RP11-278A23.2,si,-0.18601,0.852
ENSG00000260498.5,2485779743,RP4-536B24.4,si,-2.1364,0.0326
ENSG00000260466.1,2485840409,RP4-536B24.2,si,0.69268,0.489
ENSG00000261816.1,2486195888,RP11-863P13.2,si,0.70849,0.479
ENSG00000179588.8,2486498478,ZFPM1,si,0.2963,0.767
ENSG00000260630.6,2486678553,SNAI3-AS1,si,-0.10208,0.919
ENSG00000141012.12,2486838663,GALNS,si,-1.15473,0.248
ENSG00000167515.10,2486862765,TRAPPC2L,si,-0.35297,0.724
ENSG00000259881.1,2486887399,RP11-830F9.5,si,2.01916,0.0435
ENSG00000261226.1,2486941527,RP11-830F9.7,si,-1.66123,0.0967
ENSG00000176715.15,2487125422,ACSF3,si,0.66726,0.505
ENSG00000180422.3,2487165007,LINC00304,si,0.49606,0.62
ENSG00000268218.1,2487273885,AC137932.4,si,2.00086,0.0454
ENSG00000261692.1,2487424462,RP1-168P16.1,si,-0.026,0.979
ENSG00000261118.1,2487501550,RP11-104N10.1,si,-0.40191,0.688
ENSG00000274627.1,2487522819,RP11-104N10.2,si,-1.141,0.254
ENSG00000260259.1,2487687906,RP11-368I7.4,si,-1.40762,0.159
ENSG00000185324.21,2487691862,CDK10,si,-1.69173,0.0907
ENSG00000158792.15,2487702335,SPATA2L,si,1.20872,0.227
ENSG00000204991.10,2487848061,SPIRE2,si,0.64372,0.52
ENSG00000141002.18,2487895797,TCF25,si,-1.61534,0.106
ENSG00000267048.1,2487915507,RP11-566K11.7,si,0.06706,0.947
ENSG00000258947.6,2487933388,TUBB3,si,-2.43503,0.0149
ENSG00000261317.1,2487974479,RP11-566K11.5,si,-0.6793,0.497
ENSG00000003249.13,2488015808,DBNDD1,si,-3.92088,8.82e-05
ENSG00000222019.7,2488047079,URAHP,si,1.13682,0.256
ENSG00000126856.13,2488077631,PRDM7,si,0.32681,0.744
ENSG00000260528.3,2488147549,FAM157C,si,-2.02666,0.0427
ENSG00000277349.1,2488178275,RP11-356C4.6,si,-0.328,0.743
ENSG00000273172.1,2488377221,AC108004.2,si,0.69281,0.488
ENSG00000181031.15,2488488837,RPH3AL,si,2.03306,0.042
ENSG00000262294.1,2488544625,RP11-1260E13.2,si,-2.10611,0.0352
ENSG00000262558.1,2488545325,RP11-1260E13.3,si,-1.95836,0.0502
ENSG00000187624.8,2488610210,C17orf97,si,0.217,0.828
ENSG00000263015.1,2488696775,RP5-1029F21.3,si,-0.41852,0.676
ENSG00000141252.19,2488804708,VPS53,si,1.49573,0.135
ENSG00000167695.14,2488927207,FAM57A,si,-0.074,0.941
ENSG00000179409.10,2488938722,GEMIN4,si,-0.15663,0.876
ENSG00000231784.8,2488943513,DBIL5P,si,-0.99648,0.319
ENSG00000281182.1,2488964903,AC087392.1,si,0.59228,0.554
ENSG00000235361.1,2489373005,AC016292.1,si,-0.48118,0.63
ENSG00000167705.11,2489837627,RILP,si,0.5559,0.578
ENSG00000167711.13,2489938567,SERPINF2,si,0.74,0.459
ENSG00000132386.10,2489959282,SERPINF1,si,-1.12345,0.261
ENSG00000132383.11,2490054407,RPA1,si,1.03729,0.3
ENSG00000108963.17,2490226285,DPH1,si,0.13116,0.896
ENSG00000167720.12,2490503837,SRR,si,5.49573,3.89e-08
ENSG00000167721.10,2490519521,TSR1,si,-0.43956,0.66
ENSG00000262480.2,2490803129,SAMD11P1,si,0.42703,0.669
ENSG00000239884.3,2490870613,RN7SL608P,si,2.59943,0.00934
ENSG00000183024.3,2491316598,OR1G1,si,-0.05741,0.954
ENSG00000261848.5,2491345515,CTD-2309O5.3,si,0.12295,0.902
ENSG00000180090.4,2491481633,OR3A1,si,-0.06818,0.946
ENSG00000262670.5,2491522073,RP11-64J4.2,si,0.17696,0.86
ENSG00000267129.1,2491567080,OR1AC1P,si,-0.67532,0.499
ENSG00000180016.2,2491587273,OR1E1,si,0.73111,0.465
ENSG00000141255.12,2491666451,SPATA22,si,1.50206,0.133
ENSG00000108381.10,2491677412,ASPA,si,0.23906,0.811
ENSG00000083454.21,2491873817,P2RX5,si,0.71911,0.472
ENSG00000252456.1,2492246331,RNA5SP434,si,1.15584,0.248
ENSG00000263165.1,2492353827,RP11-810M2.2,si,0.54646,0.585
ENSG00000185722.16,2492403457,ANKFY1,si,-1.2885,0.198
ENSG00000261868.1,2492491551,MFSD1P1,si,-0.33896,0.735
ENSG00000132388.12,2492507459,UBE2G1,si,-1.57214,0.116
ENSG00000161905.12,2492826113,ALOX15,si,-1.06265,0.288
ENSG00000141456.14,2492876571,PELP1,si,-0.23494,0.814
ENSG00000244184.1,2492894395,RP11-314A20.2,si,1.38169,0.167
ENSG00000141480.17,2492905509,ARRB2,si,-1.153,0.249
ENSG00000161921.14,2492926239,CXCL16,si,-2.62727,0.00861
ENSG00000262165.2,2492993601,RP11-81A22.5,si,0.17001,0.865
ENSG00000108556.7,2493089939,CHRNE,si,-1.31821,0.187
ENSG00000185245.7,2493123179,GP1BA,si,0.9633,0.335
ENSG00000108523.15,2493132131,RNF167,si,-2.55785,0.0105
ENSG00000108515.17,2493142127,ENO3,si,-2.40955,0.016
ENSG00000091640.7,2493153065,SPAG7,si,1.7232,0.0849
ENSG00000278517.1,2493159633,MIR6865,si,-0.48604,0.627
ENSG00000262227.1,2493177591,RP5-1050D4.5,si,1.32701,0.185
ENSG00000234327.7,2493302751,AC012146.7,si,2.70987,0.00673
ENSG00000167840.13,2493303844,ZNF232,si,0.22858,0.819
ENSG00000129204.16,2493335251,USP6,si,1.074,0.283
ENSG00000180626.9,2493375225,ZNF594,si,1.6149,0.106
ENSG00000261879.5,2493409592,RP11-333E1.1,si,1.03464,0.301
ENSG00000161929.14,2493411426,SCIMP,si,-1.4095,0.159
ENSG00000029725.16,2493523554,RABEP1,si,-2.161,0.0307
ENSG00000263220.1,2493557486,RP11-420A6.2,si,2.48299,0.013
ENSG00000263272.1,2493618523,CTC-524C5.2,si,-1.64733,0.0995
ENSG00000005100.12,2493644501,DHX33,si,-0.32,0.749
ENSG00000167842.15,2493678065,MIS12,si,-0.65573,0.512
ENSG00000091592.15,2493748941,NLRP1,si,-4.00941,6.09e-05
ENSG00000262231.1,2494379467,RP11-960B9.2,si,-0.19755,0.843
ENSG00000262818.1,2494607490,RP11-636N17.1,si,-0.32427,0.746
ENSG00000198920.9,2494799053,KIAA0753,si,0.62767,0.53
ENSG00000108590.10,2494836990,MED31,si,-0.62758,0.53
ENSG00000274114.2,2494864821,CTC-281F24.3,si,-1.16,0.246
ENSG00000244283.1,2494939469,RPL23AP73,si,-2.16669,0.0303
ENSG00000132530.16,2494955063,XAF1,si,0.7684,0.442
ENSG00000262503.1,2495117347,RP11-530N7.2,si,-0.00341,0.997
ENSG00000170291.14,2495445193,ELP5,si,0.91897,0.358
ENSG00000263342.1,2495473025,RP1-4G17.2,si,0.82992,0.407
ENSG00000181856.14,2495474477,SLC2A4,si,1.28708,0.198
ENSG00000132507.17,2495499247,EIF5A,si,1.98214,0.0475
ENSG00000184560.7,2495616107,C17orf74,si,-0.96715,0.333
ENSG00000283439.1,2495620348,RP11-104H15.12,si,-2.71799,0.00657
ENSG00000262880.1,2495621607,RP11-104H15.7,si,-2.00552,0.0449
ENSG00000161958.10,2495631121,FGF11,si,-1.87541,0.0607
ENSG00000170175.10,2495640899,CHRNB1,si,-0.584,0.559
ENSG00000201489.1,2495726661,Y_RNA,si,-3.55489,0.000378
ENSG00000161955.16,2495749465,TNFSF13,si,2.86785,0.00413
ENSG00000129194.7,2495778689,SOX15,si,-1.64151,0.101
ENSG00000141504.11,2495816571,SAT2,si,-0.708,0.479
ENSG00000141510.16,2495864180,TP53,si,0.42261,0.673
ENSG00000141499.16,2495884302,WRAP53,si,0.34149,0.733
ENSG00000183914.14,2495965065,DNAH2,si,0.75472,0.45
ENSG00000167874.6,2496045097,TMEM88,si,1.03773,0.299
ENSG00000252835.1,2496095707,SCARNA21,si,5.125,2.98e-07
ENSG00000170049.9,2496115347,KCNAB3,si,-3.75044,0.000177
ENSG00000214999.3,2496270039,AC129492.6,si,-1.49031,0.136
ENSG00000179148.9,2496296989,ALOXE3,si,-4.0268,5.65e-05
ENSG00000220205.8,2496350863,VAMP2,si,1.813,0.0698
ENSG00000279152.1,2496378826,AC129492.1,si,2.61608,0.00889
ENSG00000196544.7,2496379135,BORCS6,si,-1.216,0.224
ENSG00000178971.13,2496425948,CTC1,si,0.38486,0.7
ENSG00000178921.13,2496448570,PFAS,si,0.58874,0.556
ENSG00000263809.1,2496565428,RP11-849F2.7,si,0.24983,0.803
ENSG00000276231.4,2497024715,PIK3R6,si,1.085,0.278
ENSG00000065320.8,2497322287,NTN1,si,-0.5523,0.581
ENSG00000265349.1,2497831562,RP11-55L4.2,si,0.61047,0.542
ENSG00000262296.1,2497836855,RP11-55L4.1,si,1.6216,0.105
ENSG00000065325.12,2498046669,GLP2R,si,1.693,0.0905
ENSG00000109047.7,2498090486,RCVRN,si,-1.00988,0.313
ENSG00000007237.18,2498244095,GAS7,si,-1.635,0.102
ENSG00000263388.1,2498871877,CTC-297N7.10,si,-0.31181,0.755
ENSG00000133028.10,2498874940,SCO1,si,-1.34256,0.179
ENSG00000187824.8,2498904181,TMEM220,si,1.19,0.234
ENSG00000264176.1,2498905772,MAGOH2P,si,0.70653,0.48
ENSG00000264016.2,2498944657,CTC-297N7.9,si,-1.39916,0.162
ENSG00000233670.6,2499019975,PIRT,si,0.7838,0.433
ENSG00000244753.2,2499050514,RPL15P21,si,0.49521,0.62
ENSG00000263508.5,2499054733,RP11-963H4.3,si,0.55911,0.576
ENSG00000007174.17,2499973605,DNAH9,si,-0.76218,0.446
ENSG00000265400.1,2500397949,RP11-471L13.2,si,0.81133,0.417
ENSG00000265489.1,2500964707,RP11-1090M7.1,si,1.28638,0.198
ENSG00000006740.16,2501080107,ARHGAP44,si,-1.44458,0.149
ENSG00000280168.1,2501162949,RP11-1090M7.3,si,0.4135,0.679
ENSG00000006744.18,2501194805,ELAC2,si,-0.98702,0.324
ENSG00000273098.1,2501287933,RP11-488L1.1,si,-0.71839,0.473
ENSG00000233852.1,2502126173,AC005304.1,si,0.76725,0.443
ENSG00000226130.1,2502917223,AC013248.2,si,0.17242,0.863
ENSG00000125409.12,2503512241,TEKT3,si,-1.34604,0.178
ENSG00000259024.6,2503689307,TVP23C-CDRT4,si,-0.53581,0.592
ENSG00000266538.1,2503720447,RP11-385D13.3,si,0.4539,0.65
ENSG00000175106.16,2503722445,TVP23C,si,0.76036,0.447
ENSG00000221926.11,2503845651,TRIM16,si,-2.00427,0.045
ENSG00000187607.15,2503899697,ZNF286A,si,-0.27331,0.785
ENSG00000179277.9,2503976612,MEIS3P1,si,-0.64949,0.516
ENSG00000276855.1,2503978876,CTD-3157E16.2,si,0.72856,0.466
ENSG00000214941.7,2504177654,ZSWIM7,si,-1.612,0.107
ENSG00000141027.20,2504313187,NCOR1,si,-1.30132,0.193
ENSG00000221355.1,2504471567,MIR1288,si,0.726,0.468
ENSG00000108474.16,2504474009,PIGL,si,-3.346,0.00082
ENSG00000166582.9,2504537611,CENPV,si,-4.37692,1.2e-05
ENSG00000265401.1,2504571926,RP11-138I1.4,si,0.84632,0.397
ENSG00000187688.14,2504615788,TRPV2,si,2.366,0.018
ENSG00000175061.17,2504648265,LRRC75A-AS1,si,-1.95534,0.0505
ENSG00000141040.14,2504749812,ZNF287,si,0.5164,0.606
ENSG00000235554.1,2504806880,AC005822.1,si,-2.26549,0.0235
ENSG00000197566.9,2504826812,ZNF624,si,-0.443,0.658
ENSG00000276088.1,2504899725,RN7SL620P,si,2.41722,0.0156
ENSG00000170160.17,2504923225,CCDC144A,si,3.5032,0.00046
ENSG00000226478.3,2504935714,UPF3AP1,si,-0.58683,0.557
ENSG00000266302.6,2504936873,RP11-219A15.1,si,0.11015,0.912
ENSG00000227300.12,2505020930,KRT16P2,si,2.58713,0.00968
ENSG00000131885.16,2505032829,KRT17P1,si,-2.03668,0.0417
ENSG00000283033.1,2505052200,RP11-219A15.5,si,1.15166,0.249
ENSG00000240505.8,2505140483,TNFRSF13B,si,1.03958,0.299
ENSG00000230709.1,2505168191,AC104024.1,si,0.08916,0.929
ENSG00000230969.2,2505178769,AC104024.2,si,-2.66459,0.00771
ENSG00000260328.1,2505202967,RP11-416I2.1,si,1.129,0.259
ENSG00000133030.19,2505319627,MPRIP,si,1.534,0.125
ENSG00000179598.5,2505393171,PLD6,si,-2.125,0.0336
ENSG00000264187.1,2505409433,RP11-45M22.4,si,-0.82901,0.407
ENSG00000154803.12,2505414215,FLCN,si,-0.66453,0.506
ENSG00000226359.1,2505431963,ACTG1P24,si,-0.19,0.849
ENSG00000108551.4,2505684931,RASD1,si,0.99255,0.321
ENSG00000279200.1,2505806409,RP11-524F11.3,si,3.20993,0.00133
ENSG00000072310.16,2506013216,SREBF1,si,2.875,0.00404
ENSG00000175662.17,2506097482,TOM1L2,si,-2.473,0.0134
ENSG00000108591.9,2506287444,DRG2,si,-1.51,0.131
ENSG00000091536.16,2506333769,MYO15A,si,-1.42028,0.156
ENSG00000091542.8,2506386031,ALKBH5,si,-0.59365,0.553
ENSG00000177731.15,2506441391,FLII,si,-2.87645,0.00402
ENSG00000177302.14,2506482733,TOP3A,si,0.63295,0.527
ENSG00000176974.18,2506535227,SHMT1,si,-1.41939,0.156
ENSG00000233327.10,2506708111,USP32P2,si,1.77042,0.0767
ENSG00000213077.5,2506715221,FAM106A,si,0.90763,0.364
ENSG00000273018.5,2506720979,CTD-2303H24.2,si,1.30239,0.193
ENSG00000154874.14,2506771224,CCDC144B,si,0.752,0.452
ENSG00000249459.8,2506859861,ZNF286B,si,-0.97278,0.331
ENSG00000240445.3,2506861425,FOXO3B,si,-0.93493,0.35
ENSG00000224126.2,2506867025,UBE2SP2,si,1.66509,0.0959
ENSG00000108448.20,2506906573,TRIM16L,si,1.64626,0.0997
ENSG00000171931.12,2506951202,FBXW10,si,-0.038,0.97
ENSG00000171928.13,2506983370,TVP23B,si,-1.08,0.28
ENSG00000265478.2,2506999963,CTD-2145A24.5,si,2.87052,0.0041
ENSG00000274747.1,2507030285,RN7SL627P,si,-0.22795,0.82
ENSG00000141127.14,2507075201,PRPSAP2,si,1.6072,0.108
ENSG00000196893.3,2507142403,AC090286.4,si,-0.80294,0.422
ENSG00000262074.6,2507253257,SNORD3B-2,si,-1.13125,0.258
ENSG00000262202.4,2507301833,RP11-160E2.6,si,1.284,0.199
ENSG00000262292.2,2507351047,RP11-160E2.11,si,1.17976,0.238
ENSG00000263934.4,2507377881,SNORD3A,si,0.678,0.498
ENSG00000265263.1,2507524733,RP11-135L13.4,si,0.84945,0.396
ENSG00000283675.1,2507609826,snoMe28S-Am2634,si,-1.01169,0.312
ENSG00000227078.1,2507611211,AC004448.2,si,0.05962,0.952
ENSG00000231477.2,2507647255,CTB-187M2.1,si,-1.35127,0.177
ENSG00000262769.1,2507768532,RP11-1113L8.1,si,3.2336,0.00122
ENSG00000242752.3,2507792825,NMTRQ-TTG12-1,si,-2.02178,0.0432
ENSG00000262681.2,2507910259,RP11-311F12.1,si,-0.67827,0.498
ENSG00000083290.19,2508008898,ULK2,si,0.93879,0.348
ENSG00000270091.1,2508086454,RP11-78O7.2,si,-1.7093,0.0874
ENSG00000261033.1,2508198158,RP11-209D14.2,si,0.753,0.451
ENSG00000225681.2,2508245974,AC005730.2,si,-1.06649,0.286
ENSG00000128487.16,2508353701,SPECC1,si,-1.16432,0.244
ENSG00000237911.2,2508605760,SRP68P3,si,1.7481,0.0804
ENSG00000189423.11,2508612793,USP32P3,si,-1.59448,0.111
ENSG00000230528.7,2508631309,NOS2P3,si,-0.42408,0.672
ENSG00000263976.1,2508680899,YWHAEP3,si,1.40341,0.16
ENSG00000260907.1,2508719977,AC008088.4,si,-1.101,0.271
ENSG00000188013.6,2508779345,MEIS3P2,si,0.17829,0.858
ENSG00000187870.7,2508938433,RNFT1P3,si,0.81292,0.416
ENSG00000218454.2,2508960758,HNRNPA1P19,si,1.40571,0.16
ENSG00000205212.3,2509055809,CCDC144NL,si,0.81763,0.414
ENSG00000233098.8,2509124870,CCDC144NL-AS1,si,1.78402,0.0744
ENSG00000244456.2,2509147059,AC090774.2,si,1.10709,0.268
ENSG00000124422.11,2509211192,USP22,si,-1.6667,0.0956
ENSG00000109016.17,2509347830,DHRS7B,si,-0.02365,0.981
ENSG00000235530.6,2509411699,AC087294.2,si,-0.95924,0.337
